,Date,Home,Away
1641,2016-05-15,Temperley,Newells Old Boys
1642,2016-05-15,Aldosivi,Atl. Rafaela
1643,2016-05-15,Rosario Central,Quilmes
1644,2016-05-16,Estudiantes L.P.,Boca Juniors
1645,2016-05-16,Patronato,Olimpo Bahia Blanca
1646,2016-05-17,Banfield,Velez Sarsfield
1647,2016-05-21,Arsenal Sarandi,River Plate
1648,2016-05-21,Tigre,Aldosivi
1649,2016-05-21,Atl. Rafaela,Argentinos Jrs
1650,2016-05-21,Olimpo Bahia Blanca,Sarmiento Junin
1651,2016-05-21,Racing Club,Temperley
1652,2016-05-22,Quilmes,Independiente
1653,2016-05-22,Velez Sarsfield,Patronato
1654,2016-05-22,San Lorenzo,Banfield
1655,2016-05-22,San Martin S.J.,Godoy Cruz
1656,2016-05-22,Boca Juniors,Defensa y Justicia
1657,2016-05-22,Newells Old Boys,Atl. Tucuman
1658,2016-05-22,Union de Santa Fe,Estudiantes L.P.
1659,2016-05-23,Lanus,Huracan
1660,2016-05-23,Belgrano,Rosario Central
1661,2016-05-24,Gimnasia L.P.,Colon Santa FE
1662,2016-05-28,Godoy Cruz,Estudiantes L.P.
1663,2016-05-29,San Lorenzo,Lanus
1664,2016-08-26,Sarmiento Junin,Arsenal Sarandi
1665,2016-08-27,Godoy Cruz,Huracan
1666,2016-08-27,Gimnasia L.P.,Velez Sarsfield
1667,2016-08-27,Rosario Central,Defensa y Justicia
1668,2016-08-27,Racing Club,Talleres Cordoba
1669,2016-08-27,Atl. Tucuman,Atl. Rafaela
1670,2016-08-28,San Lorenzo,San Martin S.J.
1671,2016-08-28,Tigre,Estudiantes L.P.
1672,2016-08-28,Quilmes,Newells Old Boys
1673,2016-08-28,Belgrano,Independiente
1674,2016-08-28,Union de Santa Fe,Olimpo Bahia Blanca
1675,2016-08-28,River Plate,Banfield
1676,2016-08-29,Lanus,Boca Juniors
1677,2016-08-29,Aldosivi,Colon Santa FE
1678,2016-08-30,Temperley,Patronato
1679,2016-09-09,Patronato,Gimnasia L.P.
1680,2016-10-09,Huracan,Quilmes
1681,2016-10-09,Olimpo Bahia Blanca,Lanus
1682,2016-10-09,Banfield,Colon Santa FE
1683,2016-10-09,San Martin S.J.,Racing Club
1684,2016-10-09,Union de Santa Fe,Aldosivi
1685,2016-10-09,Defensa y Justicia,San Lorenzo
1686,2016-11-09,Independiente,Godoy Cruz
1687,2016-11-09,Newells Old Boys,Tigre
1688,2016-11-09,Velez Sarsfield,Rosario Central
1689,2016-11-09,Estudiantes L.P.,Sarmiento Junin
1690,2016-11-09,Boca Juniors,Belgrano
1691,2016-12-09,Talleres Cordoba,River Plate
1692,2016-12-09,Arsenal Sarandi,Atl. Tucuman
1693,2016-09-13,Atl. Rafaela,Temperley
1694,2016-09-17,Colon Santa FE,Talleres Cordoba
1695,2016-09-17,Lanus,Union de Santa Fe
1696,2016-09-17,San Lorenzo,Velez Sarsfield
1697,2016-09-17,Rosario Central,Patronato
1698,2016-09-17,Aldosivi,Banfield
1699,2016-09-17,Quilmes,Independiente
1700,2016-09-18,Sarmiento Junin,Newells Old Boys
1701,2016-09-18,Atl. Tucuman,Estudiantes L.P.
1702,2016-09-18,Temperley,Arsenal Sarandi
1703,2016-09-18,Belgrano,Olimpo Bahia Blanca
1704,2016-09-18,Godoy Cruz,Boca Juniors
1705,2016-09-18,River Plate,San Martin S.J.
1706,2016-09-19,Racing Club,Defensa y Justicia
1707,2016-09-19,Tigre,Huracan
1708,2016-09-20,Gimnasia L.P.,Atl. Rafaela
1709,2016-09-24,Olimpo Bahia Blanca,Godoy Cruz
1710,2016-09-24,Newells Old Boys,Atl. Tucuman
1711,2016-09-24,Atl. Rafaela,Rosario Central
1712,2016-09-24,Velez Sarsfield,Racing Club
1713,2016-09-25,Independiente,Tigre
1714,2016-09-25,Huracan,Sarmiento Junin
1715,2016-09-25,Estudiantes L.P.,Temperley
1716,2016-09-25,Union de Santa Fe,Belgrano
1717,2016-09-25,Talleres Cordoba,Banfield
1718,2016-09-25,Patronato,San Lorenzo
1719,2016-09-25,Boca Juniors,Quilmes
1720,2016-09-25,Lanus,Aldosivi
1721,2016-09-26,Defensa y Justicia,River Plate
1722,2016-09-26,Arsenal Sarandi,Gimnasia L.P.
1723,2016-09-27,San Martin S.J.,Colon Santa FE
1724,2016-09-30,Quilmes,Olimpo Bahia Blanca
1725,2016-01-10,Godoy Cruz,Union de Santa Fe
1726,2016-01-10,Rosario Central,Arsenal Sarandi
1727,2016-01-10,Aldosivi,Talleres Cordoba
1728,2016-01-10,Temperley,Newells Old Boys
1729,2016-01-10,Racing Club,Patronato
1730,2016-02-10,River Plate,Velez Sarsfield
1731,2016-02-10,San Lorenzo,Atl. Rafaela
1732,2016-02-10,Belgrano,Lanus
1733,2016-02-10,Gimnasia L.P.,Estudiantes L.P.
1734,2016-02-10,Banfield,San Martin S.J.
1735,2016-02-10,Colon Santa FE,Defensa y Justicia
1736,2016-02-10,Sarmiento Junin,Independiente
1737,2016-03-10,Tigre,Boca Juniors
1738,2016-04-10,Atl. Tucuman,Huracan
1739,2016-10-14,Defensa y Justicia,Banfield
1740,2016-10-15,Belgrano,Aldosivi
1741,2016-10-15,Velez Sarsfield,Colon Santa FE
1742,2016-10-15,Atl. Rafaela,Racing Club
1743,2016-10-15,Huracan,Temperley
1744,2016-10-15,Estudiantes L.P.,Rosario Central
1745,2016-10-15,San Martin S.J.,Talleres Cordoba
1746,2016-10-16,Independiente,Atl. Tucuman
1747,2016-10-16,Lanus,Godoy Cruz
1748,2016-10-16,Boca Juniors,Sarmiento Junin
1749,2016-10-16,Olimpo Bahia Blanca,Tigre
1750,2016-10-16,Newells Old Boys,Gimnasia L.P.
1751,2016-10-16,Arsenal Sarandi,San Lorenzo
1752,2016-10-17,Patronato,River Plate
1753,2016-10-18,Union de Santa Fe,Quilmes
1754,2016-10-21,Sarmiento Junin,Olimpo Bahia Blanca
1755,2016-10-22,Talleres Cordoba,Defensa y Justicia
1756,2016-10-22,Quilmes,Lanus
1757,2016-10-22,Godoy Cruz,Belgrano
1758,2016-10-22,Temperley,Independiente
1759,2016-10-22,Colon Santa FE,Patronato
1760,2016-10-22,Racing Club,Arsenal Sarandi
1761,2016-10-23,River Plate,Atl. Rafaela
1762,2016-10-23,Gimnasia L.P.,Huracan
1763,2016-10-23,Banfield,Velez Sarsfield
1764,2016-10-23,Rosario Central,Newells Old Boys
1765,2016-10-23,Tigre,Union de Santa Fe
1766,2016-10-23,San Lorenzo,Estudiantes L.P.
1767,2016-10-24,Atl. Tucuman,Boca Juniors
1768,2016-10-25,Aldosivi,San Martin S.J.
1769,2016-10-28,Olimpo Bahia Blanca,Atl. Tucuman
1770,2016-10-29,Patronato,Banfield
1771,2016-10-29,Velez Sarsfield,Talleres Cordoba
1772,2016-10-29,Belgrano,Quilmes
1773,2016-10-29,Boca Juniors,Temperley
1774,2016-10-29,Independiente,Gimnasia L.P.
1775,2016-10-29,Huracan,Rosario Central
1776,2016-10-30,Estudiantes L.P.,Racing Club
1777,2016-10-30,Lanus,Tigre
1778,2016-10-30,Godoy Cruz,Aldosivi
1779,2016-10-30,Newells Old Boys,San Lorenzo
1780,2016-10-30,Atl. Rafaela,Colon Santa FE
1781,2016-10-30,Arsenal Sarandi,River Plate
1782,2016-10-31,Defensa y Justicia,San Martin S.J.
1783,2016-01-11,Union de Santa Fe,Sarmiento Junin
1784,2016-05-11,Temperley,Olimpo Bahia Blanca
1785,2016-05-11,Quilmes,Godoy Cruz
1786,2016-05-11,River Plate,Estudiantes L.P.
1787,2016-05-11,Sarmiento Junin,Lanus
1788,2016-05-11,Colon Santa FE,Arsenal Sarandi
1789,2016-05-11,Racing Club,Newells Old Boys
1790,2016-05-11,San Martin S.J.,Velez Sarsfield
1791,2016-06-11,Banfield,Atl. Rafaela
1792,2016-06-11,San Lorenzo,Huracan
1793,2016-06-11,Tigre,Belgrano
1794,2016-06-11,Talleres Cordoba,Patronato
1795,2016-06-11,Rosario Central,Independiente
1796,2016-06-11,Gimnasia L.P.,Boca Juniors
1797,2016-07-11,Aldosivi,Defensa y Justicia
1798,2016-09-11,Atl. Tucuman,Union de Santa Fe
1799,2016-11-13,Velez Sarsfield,Defensa y Justicia
1800,2016-11-19,Arsenal Sarandi,Banfield
1801,2016-11-19,Estudiantes L.P.,Colon Santa FE
1802,2016-11-19,Godoy Cruz,Tigre
1803,2016-11-19,Lanus,Atl. Tucuman
1804,2016-11-19,Union de Santa Fe,Temperley
1805,2016-11-19,Huracan,Racing Club
1806,2016-11-20,Belgrano,Sarmiento Junin
1807,2016-11-20,Independiente,San Lorenzo
1808,2016-11-20,Quilmes,Aldosivi
1809,2016-11-20,Boca Juniors,Rosario Central
1810,2016-11-20,Atl. Rafaela,Talleres Cordoba
1811,2016-11-20,Newells Old Boys,River Plate
1812,2016-11-21,Olimpo Bahia Blanca,Gimnasia L.P.
1813,2016-11-22,Patronato,San Martin S.J.
1814,2016-11-25,Temperley,Lanus
1815,2016-11-26,Talleres Cordoba,Arsenal Sarandi
1816,2016-11-26,Colon Santa FE,Newells Old Boys
1817,2016-11-26,Tigre,Quilmes
1818,2016-11-26,Banfield,Estudiantes L.P.
1819,2016-11-26,Atl. Tucuman,Belgrano
1820,2016-11-26,Rosario Central,Olimpo Bahia Blanca
1821,2016-11-27,Aldosivi,Velez Sarsfield
1822,2016-11-27,River Plate,Huracan
1823,2016-11-27,Sarmiento Junin,Godoy Cruz
1824,2016-11-27,San Lorenzo,Boca Juniors
1825,2016-11-27,Racing Club,Independiente
1826,2016-11-28,Defensa y Justicia,Patronato
1827,2016-11-28,Gimnasia L.P.,Union de Santa Fe
1828,2016-11-29,San Martin S.J.,Atl. Rafaela
1829,2016-03-12,Quilmes,Sarmiento Junin
1830,2016-03-12,Huracan,Colon Santa FE
1831,2016-03-12,Atl. Rafaela,Defensa y Justicia
1832,2016-03-12,Newells Old Boys,Banfield
1833,2016-03-12,Tigre,Aldosivi
1834,2016-03-12,Godoy Cruz,Atl. Tucuman
1835,2016-03-12,Olimpo Bahia Blanca,San Lorenzo
1836,2016-04-12,Estudiantes L.P.,Talleres Cordoba
1837,2016-04-12,Union de Santa Fe,Rosario Central
1838,2016-04-12,Boca Juniors,Racing Club
1839,2016-04-12,Patronato,Velez Sarsfield
1840,2016-04-12,Belgrano,Temperley
1841,2016-04-12,Independiente,River Plate
1842,2016-05-12,Arsenal Sarandi,San Martin S.J.
1843,2016-06-12,Lanus,Gimnasia L.P.
1844,2016-09-12,Aldosivi,Patronato
1845,2016-09-12,Sarmiento Junin,Tigre
1846,2016-10-12,Temperley,Godoy Cruz
1847,2016-10-12,San Lorenzo,Union de Santa Fe
1848,2016-10-12,Talleres Cordoba,Newells Old Boys
1849,2016-10-12,Velez Sarsfield,Atl. Rafaela
1850,2016-10-12,Gimnasia L.P.,Belgrano
1851,2016-10-12,Racing Club,Olimpo Bahia Blanca
1852,2016-11-12,River Plate,Boca Juniors
1853,2016-11-12,Banfield,Huracan
1854,2016-11-12,San Martin S.J.,Estudiantes L.P.
1855,2016-11-12,Colon Santa FE,Independiente
1856,2016-11-12,Rosario Central,Lanus
1857,2016-12-12,Atl. Tucuman,Quilmes
1858,2016-12-13,Defensa y Justicia,Arsenal Sarandi
1859,2016-12-16,Huracan,Talleres Cordoba
1860,2016-12-17,Godoy Cruz,Gimnasia L.P.
1861,2016-12-17,Estudiantes L.P.,Defensa y Justicia
1862,2016-12-17,Sarmiento Junin,Aldosivi
1863,2016-12-17,Union de Santa Fe,Racing Club
1864,2016-12-17,Atl. Rafaela,Patronato
1865,2016-12-17,Independiente,Banfield
1866,2016-12-18,Belgrano,Rosario Central
1867,2016-12-18,Lanus,San Lorenzo
1868,2016-12-18,Arsenal Sarandi,Velez Sarsfield
1869,2016-12-18,Boca Juniors,Colon Santa FE
1870,2016-12-18,Newells Old Boys,San Martin S.J.
1871,2016-12-18,Olimpo Bahia Blanca,River Plate
1872,2016-12-19,Quilmes,Temperley
1873,2016-12-20,Tigre,Atl. Tucuman
1874,2017-10-03,Velez Sarsfield,Estudiantes L.P.
1875,2017-11-03,Patronato,Arsenal Sarandi
1876,2017-11-03,Defensa y Justicia,Newells Old Boys
1877,2017-11-03,San Lorenzo,Belgrano
1878,2017-11-03,Banfield,Boca Juniors
1879,2017-11-03,San Martin S.J.,Huracan
1880,2017-12-03,Gimnasia L.P.,Quilmes
1881,2017-12-03,Racing Club,Lanus
1882,2017-12-03,Temperley,Tigre
1883,2017-12-03,River Plate,Union de Santa Fe
1884,2017-12-03,Rosario Central,Godoy Cruz
1885,2017-03-13,Atl. Tucuman,Sarmiento Junin
1886,2017-03-13,Aldosivi,Atl. Rafaela
1887,2017-03-14,Colon Santa FE,Olimpo Bahia Blanca
1888,2017-03-18,Quilmes,Rosario Central
1889,2017-03-18,Union de Santa Fe,Colon Santa FE
1890,2017-03-18,Newells Old Boys,Velez Sarsfield
1891,2017-03-18,Tigre,Gimnasia L.P.
1892,2017-03-18,Independiente,San Martin S.J.
1893,2017-03-18,Huracan,Defensa y Justicia
1894,2017-03-19,Belgrano,Racing Club
1895,2017-03-19,Sarmiento Junin,Temperley
1896,2017-03-19,Estudiantes L.P.,Patronato
1897,2017-03-19,Godoy Cruz,San Lorenzo
1898,2017-03-19,Olimpo Bahia Blanca,Banfield
1899,2017-03-19,Boca Juniors,Talleres Cordoba
1900,2017-03-20,Arsenal Sarandi,Atl. Rafaela
1901,2017-03-21,Atl. Tucuman,Aldosivi
1902,2017-03-22,Lanus,River Plate
1903,2017-03-25,Patronato,Newells Old Boys
1904,2017-03-25,Banfield,Union de Santa Fe
1905,2017-03-25,Rosario Central,Tigre
1906,2017-03-25,San Lorenzo,Quilmes
1907,2017-03-25,Gimnasia L.P.,Sarmiento Junin
1908,2017-03-25,Racing Club,Godoy Cruz
1909,2017-03-25,Atl. Rafaela,Estudiantes L.P.
1910,2017-03-26,Colon Santa FE,Lanus
1911,2017-03-26,San Martin S.J.,Boca Juniors
1912,2017-03-26,River Plate,Belgrano
1913,2017-03-26,Temperley,Atl. Tucuman
1914,2017-03-27,Aldosivi,Arsenal Sarandi
1915,2017-03-27,Velez Sarsfield,Huracan
1916,2017-03-28,Talleres Cordoba,Olimpo Bahia Blanca
1917,2017-01-04,Atl. Tucuman,Gimnasia L.P.
1918,2017-01-04,Independiente,Velez Sarsfield
1919,2017-01-04,Newells Old Boys,Atl. Rafaela
1920,2017-01-04,Temperley,Aldosivi
1921,2017-01-04,Quilmes,Racing Club
1922,2017-01-04,Belgrano,Colon Santa FE
1923,2017-02-04,Boca Juniors,Defensa y Justicia
1924,2017-02-04,Estudiantes L.P.,Arsenal Sarandi
1925,2017-02-04,Lanus,Banfield
1926,2017-02-04,Sarmiento Junin,Rosario Central
1927,2017-02-04,Tigre,San Lorenzo
1928,2017-02-04,Huracan,Patronato
1929,2017-03-04,Godoy Cruz,River Plate
1930,2017-03-04,Olimpo Bahia Blanca,San Martin S.J.
1931,2017-04-04,Union de Santa Fe,Talleres Cordoba
1932,2017-07-04,Aldosivi,Estudiantes L.P.
1933,2017-08-04,Colon Santa FE,Godoy Cruz
1934,2017-08-04,Rosario Central,Atl. Tucuman
1935,2017-08-04,Arsenal Sarandi,Newells Old Boys
1936,2017-08-04,San Lorenzo,Sarmiento Junin
1937,2017-08-04,Atl. Rafaela,Huracan
1938,2017-08-04,Talleres Cordoba,Lanus
1939,2017-09-04,Banfield,Belgrano
1940,2017-09-04,Patronato,Independiente
1941,2017-09-04,San Martin S.J.,Union de Santa Fe
1942,2017-09-04,River Plate,Quilmes
1943,2017-10-04,Velez Sarsfield,Boca Juniors
1944,2017-10-04,Defensa y Justicia,Olimpo Bahia Blanca
1945,2017-11-04,Gimnasia L.P.,Temperley
1946,2017-04-14,Huracan,Arsenal Sarandi
1947,2017-04-15,Lanus,San Martin S.J.
1948,2017-04-15,Newells Old Boys,Estudiantes L.P.
1949,2017-04-15,Belgrano,Talleres Cordoba
1950,2017-04-15,Independiente,Atl. Rafaela
1951,2017-04-15,Olimpo Bahia Blanca,Velez Sarsfield
1952,2017-04-16,Sarmiento Junin,Racing Club
1953,2017-04-16,Godoy Cruz,Banfield
1954,2017-04-16,Atl. Tucuman,San Lorenzo
1955,2017-04-16,Boca Juniors,Patronato
1956,2017-04-16,Quilmes,Colon Santa FE
1957,2017-04-17,Tigre,River Plate
1958,2017-04-17,Union de Santa Fe,Defensa y Justicia
1959,2017-04-17,Temperley,Rosario Central
1960,2017-04-18,Gimnasia L.P.,Aldosivi
1961,2017-04-19,Racing Club,Tigre
1962,2017-04-20,Talleres Cordoba,Independiente
1963,2017-04-22,San Lorenzo,Temperley
1964,2017-04-22,Aldosivi,Newells Old Boys
1965,2017-04-22,Racing Club,Atl. Tucuman
1966,2017-04-22,Banfield,Quilmes
1967,2017-04-22,Defensa y Justicia,Lanus
1968,2017-04-22,Velez Sarsfield,Union de Santa Fe
1969,2017-04-23,Rosario Central,Gimnasia L.P.
1970,2017-04-23,Estudiantes L.P.,Huracan
1971,2017-04-23,Atl. Rafaela,Boca Juniors
1972,2017-04-23,San Martin S.J.,Belgrano
1973,2017-04-23,River Plate,Sarmiento Junin
1974,2017-04-23,Talleres Cordoba,Godoy Cruz
1975,2017-04-24,Arsenal Sarandi,Independiente
1976,2017-04-24,Patronato,Olimpo Bahia Blanca
1977,2017-04-25,Colon Santa FE,Tigre
1978,2017-04-28,Quilmes,Talleres Cordoba
1979,2017-04-29,Independiente,Estudiantes L.P.
1980,2017-04-29,Gimnasia L.P.,San Lorenzo
1981,2017-04-29,Huracan,Newells Old Boys
1982,2017-04-29,Sarmiento Junin,Colon Santa FE
1983,2017-04-29,Tigre,Banfield
1984,2017-04-30,Temperley,Racing Club
1985,2017-04-30,Union de Santa Fe,Patronato
1986,2017-04-30,Godoy Cruz,San Martin S.J.
1987,2017-04-30,Rosario Central,Aldosivi
1988,2017-04-30,Boca Juniors,Arsenal Sarandi
1989,2017-04-30,Olimpo Bahia Blanca,Atl. Rafaela
1990,2017-02-05,Belgrano,Defensa y Justicia
1991,2017-03-05,Lanus,Velez Sarsfield
1992,2017-06-05,San Martin S.J.,Quilmes
1993,2017-06-05,Talleres Cordoba,Tigre
1994,2017-06-05,Patronato,Lanus
1995,2017-06-05,Racing Club,Gimnasia L.P.
1996,2017-06-05,Atl. Rafaela,Union de Santa Fe
1997,2017-07-05,Estudiantes L.P.,Boca Juniors
1998,2017-07-05,River Plate,Temperley
1999,2017-07-05,Aldosivi,Huracan
2000,2017-07-05,Defensa y Justicia,Godoy Cruz
2001,2017-07-05,San Lorenzo,Rosario Central
2002,2017-08-05,Colon Santa FE,Atl. Tucuman
2003,2017-08-05,Newells Old Boys,Independiente
2004,2017-09-05,Banfield,Sarmiento Junin
2005,2017-09-05,Velez Sarsfield,Belgrano
2006,2017-05-13,San Martin S.J.,Godoy Cruz
2007,2017-05-13,Estudiantes L.P.,Gimnasia L.P.
2008,2017-05-13,Talleres Cordoba,Belgrano
2009,2017-05-13,Banfield,Lanus
2010,2017-05-13,Atl. Rafaela,Atl. Tucuman
2011,2017-05-13,Huracan,San Lorenzo
2012,2017-05-13,Olimpo Bahia Blanca,Aldosivi
2013,2017-05-14,Colon Santa FE,Union de Santa Fe
2014,2017-05-14,Newells Old Boys,Rosario Central
2015,2017-05-14,Boca Juniors,River Plate
2016,2017-05-14,Independiente,Racing Club
2017,2017-05-14,Patronato,Sarmiento Junin
2018,2017-05-15,Arsenal Sarandi,Temperley
2019,2017-05-15,Defensa y Justicia,Quilmes
2020,2017-05-16,Velez Sarsfield,Tigre
2021,2017-05-20,Atl. Tucuman,Banfield
2022,2017-05-20,Belgrano,Patronato
2023,2017-05-20,Lanus,Atl. Rafaela
2024,2017-05-20,Sarmiento Junin,Talleres Cordoba
2025,2017-05-20,Boca Juniors,Newells Old Boys
2026,2017-05-20,Tigre,San Martin S.J.
2027,2017-05-21,Union de Santa Fe,Arsenal Sarandi
2028,2017-05-21,Independiente,Huracan
2029,2017-05-21,Godoy Cruz,Velez Sarsfield
2030,2017-05-21,San Lorenzo,Aldosivi
2031,2017-05-21,Temperley,Colon Santa FE
2032,2017-05-21,Quilmes,Defensa y Justicia
2033,2017-05-22,Rosario Central,Racing Club
2034,2017-05-22,Olimpo Bahia Blanca,Estudiantes L.P.
2035,2017-05-23,Gimnasia L.P.,River Plate
2036,2017-05-26,Aldosivi,Independiente
2037,2017-05-27,Colon Santa FE,Gimnasia L.P.
2038,2017-05-27,Banfield,Temperley
2039,2017-05-27,Newells Old Boys,Olimpo Bahia Blanca
2040,2017-05-27,Huracan,Boca Juniors
2041,2017-05-27,San Martin S.J.,Sarmiento Junin
2042,2017-05-28,Racing Club,San Lorenzo
2043,2017-05-28,Defensa y Justicia,Tigre
2044,2017-05-28,Arsenal Sarandi,Lanus
2045,2017-05-28,Talleres Cordoba,Atl. Tucuman
2046,2017-05-28,River Plate,Rosario Central
2047,2017-05-28,Atl. Rafaela,Belgrano
2048,2017-05-29,Patronato,Godoy Cruz
2049,2017-05-29,Estudiantes L.P.,Union de Santa Fe
2050,2017-05-30,Velez Sarsfield,Quilmes
2051,2017-01-06,Atl. Tucuman,River Plate
2052,2017-01-06,Arsenal Sarandi,Olimpo Bahia Blanca
2053,2017-02-06,Sarmiento Junin,Defensa y Justicia
2054,2017-03-06,Godoy Cruz,Atl. Rafaela
2055,2017-03-06,Tigre,Velez Sarsfield
2056,2017-03-06,Temperley,Talleres Cordoba
2057,2017-03-06,Rosario Central,Colon Santa FE
2058,2017-03-06,Union de Santa Fe,Newells Old Boys
2059,2017-04-06,Lanus,Estudiantes L.P.
2060,2017-04-06,San Lorenzo,River Plate
2061,2017-04-06,Gimnasia L.P.,Banfield
2062,2017-04-06,Belgrano,Arsenal Sarandi
2063,2017-04-06,Olimpo Bahia Blanca,Huracan
2064,2017-04-06,Atl. Tucuman,San Martin S.J.
2065,2017-04-06,Boca Juniors,Independiente
2066,2017-05-06,Quilmes,Patronato
2067,2017-06-06,Racing Club,Aldosivi
2068,2017-06-15,Defensa y Justicia,Independiente
2069,2017-06-16,Colon Santa FE,San Lorenzo
2070,2017-06-16,San Martin S.J.,Temperley
2071,2017-06-16,Huracan,Union de Santa Fe
2072,2017-06-17,Talleres Cordoba,Gimnasia L.P.
2073,2017-06-17,Banfield,Rosario Central
2074,2017-06-17,Arsenal Sarandi,Godoy Cruz
2075,2017-06-17,Estudiantes L.P.,Belgrano
2076,2017-06-17,Atl. Rafaela,Quilmes
2077,2017-06-17,Aldosivi,Boca Juniors
2078,2017-06-17,Velez Sarsfield,Sarmiento Junin
2079,2017-06-18,Newells Old Boys,Lanus
2080,2017-06-18,Patronato,Tigre
2081,2017-06-18,Independiente,Olimpo Bahia Blanca
2082,2017-06-18,Defensa y Justicia,Atl. Tucuman
2083,2017-06-18,River Plate,Racing Club
2084,2017-06-20,San Lorenzo,Banfield
2085,2017-06-20,Gimnasia L.P.,San Martin S.J.
2086,2017-06-21,Rosario Central,Talleres Cordoba
2087,2017-06-21,Quilmes,Arsenal Sarandi
2088,2017-06-21,Temperley,Defensa y Justicia
2089,2017-06-21,Racing Club,Colon Santa FE
2090,2017-06-21,Olimpo Bahia Blanca,Boca Juniors
2091,2017-06-22,River Plate,Aldosivi
2092,2017-06-22,Belgrano,Newells Old Boys
2093,2017-06-22,Lanus,Huracan
2094,2017-06-22,Sarmiento Junin,Patronato
2095,2017-06-22,Godoy Cruz,Estudiantes L.P.
2096,2017-06-22,Tigre,Atl. Rafaela
2097,2017-06-23,Atl. Tucuman,Velez Sarsfield
2098,2017-06-23,Union de Santa Fe,Independiente
2099,2017-06-24,Defensa y Justicia,Gimnasia L.P.
2100,2017-06-24,San Martin S.J.,Rosario Central
2101,2017-06-25,Boca Juniors,Union de Santa Fe
2102,2017-06-25,Atl. Rafaela,Sarmiento Junin
2103,2017-06-25,Banfield,Racing Club
2104,2017-06-26,Colon Santa FE,River Plate
2105,2017-06-26,Arsenal Sarandi,Tigre
2106,2017-06-26,Patronato,Atl. Tucuman
2107,2017-06-27,Aldosivi,Olimpo Bahia Blanca
2108,2017-06-27,Huracan,Belgrano
2109,2017-06-27,Velez Sarsfield,Temperley
2110,2017-06-27,Estudiantes L.P.,Quilmes
2111,2017-06-27,Newells Old Boys,Godoy Cruz
2112,2017-06-28,Independiente,Lanus
2113,2017-06-28,Talleres Cordoba,San Lorenzo
2114,2017-08-25,Tigre,Velez Sarsfield
2115,2017-08-26,Banfield,Belgrano
2116,2017-08-26,Defensa y Justicia,Gimnasia L.P.
2117,2017-08-26,Colon Santa FE,Rosario Central
2118,2017-08-26,Talleres Cordoba,Lanus
2119,2017-08-27,Independiente,Huracan
2120,2017-08-27,San Martin S.J.,Patronato
2121,2017-08-27,Atl. Tucuman,Godoy Cruz
2122,2017-08-27,San Lorenzo,Racing Club
2123,2017-08-27,Boca Juniors,Olimpo Bahia Blanca
2124,2017-08-28,Temperley,River Plate
2125,2017-08-28,Newells Old Boys,Union de Santa Fe
2126,2017-08-29,Estudiantes L.P.,Arsenal Sarandi
2127,2017-08-09,Arsenal Sarandi,Colon Santa FE
2128,2017-08-09,Velez Sarsfield,Atl. Tucuman
2129,2017-09-09,Olimpo Bahia Blanca,Independiente
2130,2017-09-09,Belgrano,San Martin S.J.
2131,2017-09-09,Estudiantes L.P.,Defensa y Justicia
2132,2017-09-09,Patronato,Argentinos Jrs
2133,2017-10-09,Racing Club,Temperley
2134,2017-10-09,Chacarita Juniors,Tigre
2135,2017-10-09,Godoy Cruz,Talleres Cordoba
2136,2017-10-09,Rosario Central,San Lorenzo
2137,2017-10-09,River Plate,Banfield
2138,2017-11-09,Lanus,Boca Juniors
2139,2017-11-09,Union de Santa Fe,Gimnasia L.P.
2140,2017-12-09,Huracan,Newells Old Boys
2141,2017-09-15,Tigre,Patronato
2142,2017-09-16,Colon Santa FE,Estudiantes L.P.
2143,2017-09-16,Argentinos Jrs,Belgrano
2144,2017-09-16,Defensa y Justicia,Union de Santa Fe
2145,2017-09-16,Newells Old Boys,Olimpo Bahia Blanca
2146,2017-09-16,San Lorenzo,Arsenal Sarandi
2147,2017-09-17,Independiente,Lanus
2148,2017-09-17,Talleres Cordoba,Velez Sarsfield
2149,2017-09-17,Atl. Tucuman,Chacarita Juniors
2150,2017-09-17,Banfield,Racing Club
2151,2017-09-17,Boca Juniors,Godoy Cruz
2152,2017-09-18,San Martin S.J.,River Plate
2153,2017-09-18,Gimnasia L.P.,Huracan
2154,2017-09-19,Temperley,Rosario Central
2155,2017-09-22,Belgrano,Tigre
2156,2017-09-23,Patronato,Atl. Tucuman
2157,2017-09-23,Arsenal Sarandi,Temperley
2158,2017-09-23,Huracan,Union de Santa Fe
2159,2017-09-23,Chacarita Juniors,Talleres Cordoba
2160,2017-09-23,Velez Sarsfield,Boca Juniors
2161,2017-09-24,Godoy Cruz,Independiente
2162,2017-09-24,Colon Santa FE,Defensa y Justicia
2163,2017-09-24,Olimpo Bahia Blanca,Gimnasia L.P.
2164,2017-09-24,Rosario Central,Banfield
2165,2017-09-24,River Plate,Argentinos Jrs
2166,2017-09-25,Racing Club,San Martin S.J.
2167,2017-09-25,Lanus,Newells Old Boys
2168,2017-09-26,Estudiantes L.P.,San Lorenzo
2169,2017-09-29,Defensa y Justicia,Huracan
2170,2017-09-29,Union de Santa Fe,Olimpo Bahia Blanca
2171,2017-09-30,Atl. Tucuman,Belgrano
2172,2017-09-30,San Lorenzo,Colon Santa FE
2173,2017-09-30,Temperley,Estudiantes L.P.
2174,2017-09-30,Gimnasia L.P.,Lanus
2175,2017-01-10,Argentinos Jrs,Racing Club
2176,2017-01-10,Talleres Cordoba,Patronato
